ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type,event_cost,cumulative_cost
place_o-991779,2024-02-15 12:37:40+00:00,place order,o-991779,,,887.75,orders,0,0
place_o-991780,2024-02-15 14:33:25+00:00,place order,o-991780,,,417.48,orders,0,0
pay_o-991744,2024-02-15 14:51:40+00:00,pay order,o-991744,,,1770.54,orders,1,2
confirm_o-991767,2024-02-15 15:25:16+00:00,confirm order,o-991767,,,3175.41,orders,1,1
confirm_o-991770,2024-02-15 16:01:59+00:00,confirm order,o-991770,,,675.57,orders,1,1
place_o-991781,2024-02-15 16:24:56+00:00,place order,o-991781,,,40.35,orders,0,0
pay_o-991767,2024-02-15 16:56:28+00:00,pay order,o-991767,,,3175.41,orders,1,2
reminder_o-991659_455,2024-02-15 17:25:50+00:00,payment reminder,o-991659,,,443.33,orders,2,3
pay_o-991628,2024-02-15 18:04:39+00:00,pay order,o-991628,,,786.16,orders,1,4
place_o-991782,2024-02-15 18:07:58+00:00,place order,o-991782,,,588.41,orders,0,0
place_o-991783,2024-02-15 20:00:05+00:00,place order,o-991783,,,2749.96,orders,0,0
pay_o-991771,2024-02-15 21:09:26+00:00,pay order,o-991771,,,534.2,orders,1,2
place_o-991784,2024-02-15 22:36:21+00:00,place order,o-991784,,,946.7,orders,0,0
place_o-991785,2024-02-16 09:00:53+00:00,place order,o-991785,,,264.27,orders,0,0
confirm_o-991780,2024-02-16 09:34:01+00:00,confirm order,o-991780,,,417.48,orders,1,1
confirm_o-991785,2024-02-16 09:59:30+00:00,confirm order,o-991785,,,264.27,orders,1,1
place_o-991786,2024-02-16 10:19:52+00:00,place order,o-991786,,,311.4,orders,0,0
reminder_o-991424_456,2024-02-16 10:44:26+00:00,payment reminder,o-991424,,,1386.39,orders,2,7
confirm_o-991779,2024-02-16 10:45:58+00:00,confirm order,o-991779,,,887.75,orders,1,1
place_o-991787,2024-02-16 11:57:50+00:00,place order,o-991787,,,2868.98,orders,0,0
confirm_o-991783,2024-02-16 14:07:29+00:00,confirm order,o-991783,,,2749.96,orders,1,1
place_o-991788,2024-02-16 14:13:45+00:00,place order,o-991788,,,3065.82,orders,0,0
confirm_o-991784,2024-02-16 14:50:14+00:00,confirm order,o-991784,,,946.7,orders,1,1
confirm_o-991787,2024-02-16 15:29:59+00:00,confirm order,o-991787,,,2868.98,orders,1,1
place_o-991789,2024-02-16 15:45:36+00:00,place order,o-991789,,,3242.57,orders,0,0
pay_o-991743,2024-02-16 16:21:16+00:00,pay order,o-991743,,,946.7,orders,1,2
confirm_o-991786,2024-02-16 16:24:22+00:00,confirm order,o-991786,,,311.4,orders,1,1
confirm_o-991788,2024-02-16 16:42:29+00:00,confirm order,o-991788,,,3065.82,orders,1,1
pay_o-991754,2024-02-16 16:43:23+00:00,pay order,o-991754,,,1264.88,orders,1,2
pay_o-991752,2024-02-16 17:14:17+00:00,pay order,o-991752,,,588.41,orders,1,2
confirm_o-991782,2024-02-16 17:23:03+00:00,confirm order,o-991782,,,588.41,orders,1,1
place_o-991790,2024-02-16 17:49:18+00:00,place order,o-991790,,,3527.83,orders,0,0
confirm_o-991789,2024-02-16 19:07:21+00:00,confirm order,o-991789,,,3242.57,orders,1,1
place_o-991791,2024-02-16 20:04:05+00:00,place order,o-991791,,,1216.59,orders,0,0
place_o-991792,2024-02-16 22:44:21+00:00,place order,o-991792,,,2653.31,orders,0,0
reminder_o-991550_457,2024-02-17 18:13:19+00:00,payment reminder,o-991550,,,117.39,orders,2,5
place_o-991793,2024-02-17 19:09:03+00:00,place order,o-991793,,,3884.89,orders,0,0
reminder_o-991664_458,2024-02-18 08:15:11+00:00,payment reminder,o-991664,,,903.06,orders,2,3
reminder_o-991667_459,2024-02-18 09:33:15+00:00,payment reminder,o-991667,,,686.13,orders,2,3
reminder_o-991668_460,2024-02-18 14:18:54+00:00,payment reminder,o-991668,,,5994.79,orders,2,3
reminder_o-991443_461,2024-02-18 15:31:27+00:00,payment reminder,o-991443,,,464.68,orders,2,7
place_o-991794,2024-02-18 18:50:30+00:00,place order,o-991794,,,4045.24,orders,0,0
reminder_o-991677_462,2024-02-19 08:30:30+00:00,payment reminder,o-991677,,,1710.11,orders,2,3
place_o-991795,2024-02-19 09:23:36+00:00,place order,o-991795,,,588.41,orders,0,0
pay_o-991719,2024-02-19 09:52:48+00:00,pay order,o-991719,,,3187.21,orders,1,2
confirm_o-991781,2024-02-19 10:33:18+00:00,confirm order,o-991781,,,40.35,orders,1,1
pay_o-991784,2024-02-19 10:35:17+00:00,pay order,o-991784,,,946.7,orders,1,2
place_o-991796,2024-02-19 11:05:17+00:00,place order,o-991796,,,753.4,orders,0,0
pay_o-991648,2024-02-19 11:11:44+00:00,pay order,o-991648,,,106.15,orders,1,4
confirm_o-991791,2024-02-19 12:11:51+00:00,confirm order,o-991791,,,1216.59,orders,1,1
confirm_o-991795,2024-02-19 12:16:27+00:00,confirm order,o-991795,,,588.41,orders,1,1
pay_o-991509,2024-02-19 12:26:02+00:00,pay order,o-991509,,,1661.75,orders,1,6
place_o-991797,2024-02-19 12:28:40+00:00,place order,o-991797,,,75.7,orders,0,0
pay_o-991780,2024-02-19 13:36:31+00:00,pay order,o-991780,,,417.48,orders,1,2
place_o-991798,2024-02-19 14:15:26+00:00,place order,o-991798,,,2819.5,orders,0,0
confirm_o-991792,2024-02-19 14:40:02+00:00,confirm order,o-991792,,,2653.31,orders,1,1
reminder_o-991681_463,2024-02-19 14:41:04+00:00,payment reminder,o-991681,,,946.7,orders,2,3
confirm_o-991794,2024-02-19 14:56:54+00:00,confirm order,o-991794,,,4045.24,orders,1,1
pay_o-991641,2024-02-19 15:25:00+00:00,pay order,o-991641,,,4342.5,orders,1,4
place_o-991799,2024-02-19 15:48:57+00:00,place order,o-991799,,,1861.29,orders,0,0
confirm_o-991793,2024-02-19 16:35:09+00:00,confirm order,o-991793,,,3884.89,orders,1,1
confirm_o-991799,2024-02-19 17:19:01+00:00,confirm order,o-991799,,,1861.29,orders,1,1
place_o-991800,2024-02-19 17:56:00+00:00,place order,o-991800,,,6596.91,orders,0,0
confirm_o-991790,2024-02-19 18:16:22+00:00,confirm order,o-991790,,,3527.83,orders,1,1
place_o-991801,2024-02-19 20:24:11+00:00,place order,o-991801,,,4511.95,orders,0,0
place_o-991802,2024-02-19 23:26:03+00:00,place order,o-991802,,,122.85,orders,0,0
pay_o-991566,2024-02-20 08:52:05+00:00,pay order,o-991566,,,1549.36,orders,1,4
place_o-991803,2024-02-20 09:19:26+00:00,place order,o-991803,,,1248.4,orders,0,0
confirm_o-991797,2024-02-20 09:29:21+00:00,confirm order,o-991797,,,75.7,orders,1,1
confirm_o-991801,2024-02-20 10:22:59+00:00,confirm order,o-991801,,,4511.95,orders,1,1
pay_o-991793,2024-02-20 10:28:56+00:00,pay order,o-991793,,,3884.89,orders,1,2
reminder_o-991687_464,2024-02-20 10:43:41+00:00,payment reminder,o-991687,,,5918.03,orders,2,3
place_o-991804,2024-02-20 10:56:58+00:00,place order,o-991804,,,1601.97,orders,0,0
confirm_o-991800,2024-02-20 12:38:57+00:00,confirm order,o-991800,,,6596.91,orders,1,1
confirm_o-991802,2024-02-20 12:40:51+00:00,confirm order,o-991802,,,122.85,orders,1,1
place_o-991805,2024-02-20 13:12:02+00:00,place order,o-991805,,,663.83,orders,0,0
pay_o-991800,2024-02-20 14:20:00+00:00,pay order,o-991800,,,6596.91,orders,1,2
place_o-991806,2024-02-20 14:42:09+00:00,place order,o-991806,,,4442.41,orders,0,0
pay_o-991696,2024-02-20 14:52:25+00:00,pay order,o-991696,,,1341.53,orders,1,2
confirm_o-991806,2024-02-20 16:36:34+00:00,confirm order,o-991806,,,4442.41,orders,1,1
place_o-991807,2024-02-20 16:42:24+00:00,place order,o-991807,,,1017.39,orders,0,0
reminder_o-991564_465,2024-02-20 16:44:52+00:00,payment reminder,o-991564,,,1452.7,orders,2,5
confirm_o-991798,2024-02-20 17:02:20+00:00,confirm order,o-991798,,,2819.5,orders,1,1
place_o-991808,2024-02-20 18:42:54+00:00,place order,o-991808,,,2798.26,orders,0,0
confirm_o-991796,2024-02-20 18:44:01+00:00,confirm order,o-991796,,,753.4,orders,1,1
pay_o-991773,2024-02-20 18:44:09+00:00,pay order,o-991773,,,1627.94,orders,1,2
pay_o-991564,2024-02-20 19:44:46+00:00,pay order,o-991564,,,1452.7,orders,1,6
pay_o-991791,2024-02-20 20:52:36+00:00,pay order,o-991791,,,1216.59,orders,1,2
place_o-991809,2024-02-20 21:44:53+00:00,place order,o-991809,,,2495.34,orders,0,0
confirm_o-991808,2024-02-20 22:03:03+00:00,confirm order,o-991808,,,2798.26,orders,1,1
place_o-991810,2024-02-21 06:30:14+00:00,place order,o-991810,,,923.12,orders,0,0
pay_o-991718,2024-02-21 08:27:48+00:00,pay order,o-991718,,,1558.38,orders,1,2
pay_o-991691,2024-02-21 08:36:57+00:00,pay order,o-991691,,,6027.63,orders,1,2
pay_o-991774,2024-02-21 09:02:49+00:00,pay order,o-991774,,,1240.14,orders,1,2
pay_o-991681,2024-02-21 09:08:12+00:00,pay order,o-991681,,,946.7,orders,1,4
confirm_o-991803,2024-02-21 09:21:28+00:00,confirm order,o-991803,,,1248.4,orders,1,1
reminder_o-991693_466,2024-02-21 09:26:11+00:00,payment reminder,o-991693,,,3256.73,orders,2,3
confirm_o-991809,2024-02-21 09:49:38+00:00,confirm order,o-991809,,,2495.34,orders,1,1
place_o-991811,2024-02-21 10:09:21+00:00,place order,o-991811,,,2713.44,orders,0,0
pay_o-991778,2024-02-21 10:12:26+00:00,pay order,o-991778,,,5096.45,orders,1,2
pay_o-991788,2024-02-21 11:02:08+00:00,pay order,o-991788,,,3065.82,orders,1,2
confirm_o-991807,2024-02-21 11:03:45+00:00,confirm order,o-991807,,,1017.39,orders,1,1
pay_o-991775,2024-02-21 11:13:55+00:00,pay order,o-991775,,,264.27,orders,1,2
confirm_o-991810,2024-02-21 11:34:26+00:00,confirm order,o-991810,,,923.12,orders,1,1
place_o-991812,2024-02-21 11:36:48+00:00,place order,o-991812,,,523.53,orders,0,0
pay_o-991801,2024-02-21 12:14:04+00:00,pay order,o-991801,,,4511.95,orders,1,2
confirm_o-991811,2024-02-21 12:57:43+00:00,confirm order,o-991811,,,2713.44,orders,1,1
confirm_o-991805,2024-02-21 13:02:31+00:00,confirm order,o-991805,,,663.83,orders,1,1
place_o-991813,2024-02-21 13:31:42+00:00,place order,o-991813,,,40.35,orders,0,0
pay_o-991776,2024-02-21 14:27:31+00:00,pay order,o-991776,,,1908.42,orders,1,2
confirm_o-991812,2024-02-21 14:45:19+00:00,confirm order,o-991812,,,523.53,orders,1,1
reminder_o-991688_467,2024-02-21 14:47:32+00:00,payment reminder,o-991688,,,1169.46,orders,2,3
pay_o-991755,2024-02-21 14:56:18+00:00,pay order,o-991755,,,181.76,orders,1,2
pay_o-991795,2024-02-21 15:05:45+00:00,pay order,o-991795,,,588.41,orders,1,2
pay_o-991790,2024-02-21 15:14:16+00:00,pay order,o-991790,,,3527.83,orders,1,2
place_o-991814,2024-02-21 15:21:29+00:00,place order,o-991814,,,1348.58,orders,0,0
place_o-991815,2024-02-21 17:01:04+00:00,place order,o-991815,,,694.47,orders,0,0
confirm_o-991804,2024-02-21 17:20:13+00:00,confirm order,o-991804,,,1601.97,orders,1,1
confirm_o-991813,2024-02-21 17:38:07+00:00,confirm order,o-991813,,,40.35,orders,1,1
place_o-991816,2024-02-21 18:20:13+00:00,place order,o-991816,,,111.06,orders,0,0
pay_o-991756,2024-02-21 20:32:22+00:00,pay order,o-991756,,,2333.9,orders,1,2
place_o-991817,2024-02-21 20:36:51+00:00,place order,o-991817,,,740.45,orders,0,0
place_o-991818,2024-02-22 00:42:02+00:00,place order,o-991818,,,1618.49,orders,0,0
confirm_o-991815,2024-02-22 09:05:18+00:00,confirm order,o-991815,,,694.47,orders,1,1
place_o-991819,2024-02-22 09:46:20+00:00,place order,o-991819,,,6236.26,orders,0,0
confirm_o-991818,2024-02-22 11:28:04+00:00,confirm order,o-991818,,,1618.49,orders,1,1
pay_o-991792,2024-02-22 11:32:18+00:00,pay order,o-991792,,,2653.31,orders,1,2
pay_o-991783,2024-02-22 11:33:58+00:00,pay order,o-991783,,,2749.96,orders,1,2
place_o-991820,2024-02-22 11:50:46+00:00,place order,o-991820,,,4924.47,orders,0,0
place_o-991821,2024-02-22 13:59:37+00:00,place order,o-991821,,,2428.2,orders,0,0
pay_o-991805,2024-02-22 14:22:41+00:00,pay order,o-991805,,,663.83,orders,1,2
pay_o-991424,2024-02-22 14:28:22+00:00,pay order,o-991424,,,1386.39,orders,1,8
confirm_o-991816,2024-02-22 15:05:54+00:00,confirm order,o-991816,,,111.06,orders,1,1
pay_o-991661,2024-02-22 15:22:08+00:00,pay order,o-991661,,,3604.03,orders,1,4
reminder_o-991698_468,2024-02-22 15:25:29+00:00,payment reminder,o-991698,,,1538.34,orders,2,3
pay_o-991816,2024-02-22 15:32:57+00:00,pay order,o-991816,,,111.06,orders,1,2
place_o-991822,2024-02-22 16:17:20+00:00,place order,o-991822,,,1405.17,orders,0,0
pay_o-991803,2024-02-22 16:18:27+00:00,pay order,o-991803,,,1248.4,orders,1,2
confirm_o-991817,2024-02-22 17:03:16+00:00,confirm order,o-991817,,,740.45,orders,1,1
pay_o-991808,2024-02-22 17:10:54+00:00,pay order,o-991808,,,2798.26,orders,1,2
confirm_o-991819,2024-02-22 17:39:52+00:00,confirm order,o-991819,,,6236.26,orders,1,1
place_o-991823,2024-02-22 17:52:46+00:00,place order,o-991823,,,4269.14,orders,0,0
reminder_o-991705_469,2024-02-22 18:02:30+00:00,payment reminder,o-991705,,,158.19,orders,2,3
pay_o-991550,2024-02-22 18:12:20+00:00,pay order,o-991550,,,117.39,orders,1,6
place_o-991824,2024-02-22 20:14:29+00:00,place order,o-991824,,,3856.66,orders,0,0
confirm_o-991821,2024-02-22 21:21:56+00:00,confirm order,o-991821,,,2428.2,orders,1,1
pay_o-991787,2024-02-22 21:51:32+00:00,pay order,o-991787,,,2868.98,orders,1,2
confirm_o-991822,2024-02-22 22:06:08+00:00,confirm order,o-991822,,,1405.17,orders,1,1
place_o-991825,2024-02-22 23:05:09+00:00,place order,o-991825,,,2951.5,orders,0,0
place_o-991826,2024-02-23 08:54:22+00:00,place order,o-991826,,,2277.31,orders,0,0
pay_o-991781,2024-02-23 09:35:30+00:00,pay order,o-991781,,,40.35,orders,1,2
confirm_o-991820,2024-02-23 10:41:50+00:00,confirm order,o-991820,,,4924.47,orders,1,1
place_o-991827,2024-02-23 11:09:39+00:00,place order,o-991827,,,1624.37,orders,0,0
pay_o-991802,2024-02-23 11:13:45+00:00,pay order,o-991802,,,122.85,orders,1,2
pay_o-991667,2024-02-23 11:26:45+00:00,pay order,o-991667,,,686.13,orders,1,4
confirm_o-991824,2024-02-23 11:44:20+00:00,confirm order,o-991824,,,3856.66,orders,1,1
confirm_o-991827,2024-02-23 11:46:34+00:00,confirm order,o-991827,,,1624.37,orders,1,1
pay_o-991812,2024-02-23 12:31:40+00:00,pay order,o-991812,,,523.53,orders,1,2
place_o-991828,2024-02-23 12:37:23+00:00,place order,o-991828,,,3172.98,orders,0,0
pay_o-991789,2024-02-23 13:04:59+00:00,pay order,o-991789,,,3242.57,orders,1,2
place_o-991829,2024-02-23 14:32:52+00:00,place order,o-991829,,,11173.41,orders,0,0
confirm_o-991828,2024-02-23 14:45:51+00:00,confirm order,o-991828,,,3172.98,orders,1,1
confirm_o-991829,2024-02-23 14:50:50+00:00,confirm order,o-991829,,,11173.41,orders,1,1
confirm_o-991825,2024-02-23 15:26:56+00:00,confirm order,o-991825,,,2951.5,orders,1,1
confirm_o-991814,2024-02-23 15:51:24+00:00,confirm order,o-991814,,,1348.58,orders,1,1
place_o-991830,2024-02-23 16:23:50+00:00,place order,o-991830,,,1016.22,orders,0,0
confirm_o-991826,2024-02-23 16:50:24+00:00,confirm order,o-991826,,,2277.31,orders,1,1
confirm_o-991823,2024-02-23 17:47:18+00:00,confirm order,o-991823,,,4269.14,orders,1,1
place_o-991831,2024-02-23 18:05:45+00:00,place order,o-991831,,,2099.37,orders,0,0
pay_o-991794,2024-02-23 18:23:56+00:00,pay order,o-991794,,,4045.24,orders,1,2
place_o-991832,2024-02-23 19:53:27+00:00,place order,o-991832,,,1617.31,orders,0,0
place_o-991833,2024-02-23 23:23:05+00:00,place order,o-991833,,,980.88,orders,0,0
place_o-991834,2024-02-24 21:35:08+00:00,place order,o-991834,,,1652.68,orders,0,0
reminder_o-991709_470,2024-02-25 12:28:06+00:00,payment reminder,o-991709,,,1335.63,orders,2,3
reminder_o-991712_471,2024-02-25 12:32:27+00:00,payment reminder,o-991712,,,4666.34,orders,2,3
reminder_o-991716_472,2024-02-25 16:17:50+00:00,payment reminder,o-991716,,,4128.91,orders,2,3
place_o-991835,2024-02-25 21:24:08+00:00,place order,o-991835,,,3045.78,orders,0,0
place_o-991836,2024-02-26 09:13:32+00:00,place order,o-991836,,,333.8,orders,0,0
reminder_o-991720_473,2024-02-26 10:11:00+00:00,payment reminder,o-991720,,,382.12,orders,2,3
confirm_o-991831,2024-02-26 10:11:54+00:00,confirm order,o-991831,,,2099.37,orders,1,1
confirm_o-991832,2024-02-26 10:20:58+00:00,confirm order,o-991832,,,1617.31,orders,1,1
pay_o-991823,2024-02-26 10:32:16+00:00,pay order,o-991823,,,4269.14,orders,1,2
place_o-991837,2024-02-26 10:45:10+00:00,place order,o-991837,,,356.21,orders,0,0
pay_o-991772,2024-02-26 11:18:02+00:00,pay order,o-991772,,,3949.78,orders,1,2
pay_o-991768,2024-02-26 11:49:11+00:00,pay order,o-991768,,,3777.69,orders,1,2
pay_o-991712,2024-02-26 11:54:00+00:00,pay order,o-991712,,,4666.34,orders,1,4
confirm_o-991830,2024-02-26 12:08:41+00:00,confirm order,o-991830,,,1016.22,orders,1,1
pay_o-991828,2024-02-26 12:17:47+00:00,pay order,o-991828,,,3172.98,orders,1,2
pay_o-991734,2024-02-26 12:25:12+00:00,pay order,o-991734,,,2749.96,orders,1,2
place_o-991838,2024-02-26 12:48:26+00:00,place order,o-991838,,,1883.69,orders,0,0
pay_o-991668,2024-02-26 13:04:31+00:00,pay order,o-991668,,,5994.79,orders,1,4
pay_o-991820,2024-02-26 14:01:22+00:00,pay order,o-991820,,,4924.47,orders,1,2
place_o-991839,2024-02-26 14:54:57+00:00,place order,o-991839,,,1524.19,orders,0,0
pay_o-991687,2024-02-26 15:28:13+00:00,pay order,o-991687,,,5918.03,orders,1,4
confirm_o-991834,2024-02-26 16:09:07+00:00,confirm order,o-991834,,,1652.68,orders,1,1
pay_o-991825,2024-02-26 16:16:41+00:00,pay order,o-991825,,,2951.5,orders,1,2
confirm_o-991839,2024-02-26 16:50:26+00:00,confirm order,o-991839,,,1524.19,orders,1,1
pay_o-991766,2024-02-26 16:56:57+00:00,pay order,o-991766,,,2210.13,orders,1,2
place_o-991840,2024-02-26 17:08:00+00:00,place order,o-991840,,,1205.97,orders,0,0
pay_o-991796,2024-02-26 17:15:27+00:00,pay order,o-991796,,,753.4,orders,1,2
pay_o-991822,2024-02-26 17:52:23+00:00,pay order,o-991822,,,1405.17,orders,1,2
confirm_o-991840,2024-02-26 18:33:54+00:00,confirm order,o-991840,,,1205.97,orders,1,1
place_o-991841,2024-02-26 18:34:06+00:00,place order,o-991841,,,1005.6,orders,0,0
pay_o-991751,2024-02-26 20:17:37+00:00,pay order,o-991751,,,2183.06,orders,1,2
place_o-991842,2024-02-26 21:18:29+00:00,place order,o-991842,,,346.77,orders,0,0
place_o-991843,2024-02-27 03:51:50+00:00,place order,o-991843,,,276.06,orders,0,0
reminder_o-991715_474,2024-02-27 08:52:44+00:00,payment reminder,o-991715,,,10432.03,orders,2,3
reminder_o-991728_475,2024-02-27 09:35:40+00:00,payment reminder,o-991728,,,1406.34,orders,2,3
confirm_o-991835,2024-02-27 09:36:29+00:00,confirm order,o-991835,,,3045.78,orders,1,1
place_o-991844,2024-02-27 10:15:07+00:00,place order,o-991844,,,722.76,orders,0,0
confirm_o-991841,2024-02-27 10:35:32+00:00,confirm order,o-991841,,,1005.6,orders,1,1
pay_o-991818,2024-02-27 10:54:47+00:00,pay order,o-991818,,,1618.49,orders,1,2
confirm_o-991838,2024-02-27 11:19:07+00:00,confirm order,o-991838,,,1883.69,orders,1,1
reminder_o-991729_476,2024-02-27 11:27:18+00:00,payment reminder,o-991729,,,2348.03,orders,2,3
pay_o-991677,2024-02-27 11:47:47+00:00,pay order,o-991677,,,1710.11,orders,1,4
place_o-991845,2024-02-27 11:48:20+00:00,place order,o-991845,,,3484.23,orders,0,0
pay_o-991749,2024-02-27 13:42:36+00:00,pay order,o-991749,,,240.71,orders,1,2
place_o-991846,2024-02-27 13:54:45+00:00,place order,o-991846,,,1794.09,orders,0,0
reminder_o-991724_477,2024-02-27 14:22:04+00:00,payment reminder,o-991724,,,358.55,orders,2,3
confirm_o-991842,2024-02-27 14:22:28+00:00,confirm order,o-991842,,,346.77,orders,1,1
confirm_o-991845,2024-02-27 14:54:05+00:00,confirm order,o-991845,,,3484.23,orders,1,1
place_o-991847,2024-02-27 16:07:36+00:00,place order,o-991847,,,2596.74,orders,0,0
confirm_o-991846,2024-02-27 16:29:37+00:00,confirm order,o-991846,,,1794.09,orders,1,1
confirm_o-991833,2024-02-27 16:44:46+00:00,confirm order,o-991833,,,980.88,orders,1,1
confirm_o-991843,2024-02-27 16:45:56+00:00,confirm order,o-991843,,,276.06,orders,1,1
pay_o-991804,2024-02-27 17:12:39+00:00,pay order,o-991804,,,1601.97,orders,1,2
place_o-991848,2024-02-27 17:33:18+00:00,place order,o-991848,,,1394.57,orders,0,0
pay_o-991720,2024-02-27 18:40:38+00:00,pay order,o-991720,,,382.12,orders,1,4
place_o-991849,2024-02-27 19:24:41+00:00,place order,o-991849,,,157.04,orders,0,0
place_o-991850,2024-02-27 22:25:33+00:00,place order,o-991850,,,3362.83,orders,0,0
pay_o-991807,2024-02-28 08:14:00+00:00,pay order,o-991807,,,1017.39,orders,1,2
confirm_o-991850,2024-02-28 08:31:45+00:00,confirm order,o-991850,,,3362.83,orders,1,1
place_o-991851,2024-02-28 08:39:18+00:00,place order,o-991851,,,3688.11,orders,0,0
reminder_o-991730_478,2024-02-28 09:19:58+00:00,payment reminder,o-991730,,,695.64,orders,2,3
pay_o-991806,2024-02-28 09:51:55+00:00,pay order,o-991806,,,4442.41,orders,1,2
confirm_o-991849,2024-02-28 09:55:57+00:00,confirm order,o-991849,,,157.04,orders,1,1
place_o-991852,2024-02-28 10:47:02+00:00,place order,o-991852,,,1448.76,orders,0,0
confirm_o-991851,2024-02-28 10:55:00+00:00,confirm order,o-991851,,,3688.11,orders,1,1
pay_o-991763,2024-02-28 10:58:11+00:00,pay order,o-991763,,,1982.7,orders,1,2
pay_o-991815,2024-02-28 11:12:14+00:00,pay order,o-991815,,,694.47,orders,1,2
reminder_o-991618_479,2024-02-28 12:15:40+00:00,payment reminder,o-991618,,,3914.28,orders,2,5
place_o-991853,2024-02-28 12:52:10+00:00,place order,o-991853,,,1412.25,orders,0,0
confirm_o-991853,2024-02-28 14:11:14+00:00,confirm order,o-991853,,,1412.25,orders,1,1
place_o-991854,2024-02-28 15:02:26+00:00,place order,o-991854,,,3234.32,orders,0,0
pay_o-991811,2024-02-28 15:21:18+00:00,pay order,o-991811,,,2713.44,orders,1,2
confirm_o-991836,2024-02-28 15:22:10+00:00,confirm order,o-991836,,,333.8,orders,1,1
confirm_o-991837,2024-02-28 15:46:18+00:00,confirm order,o-991837,,,356.21,orders,1,1
pay_o-991724,2024-02-28 16:05:49+00:00,pay order,o-991724,,,358.55,orders,1,4
place_o-991855,2024-02-28 16:22:57+00:00,place order,o-991855,,,2854.77,orders,0,0
pay_o-991842,2024-02-28 16:26:57+00:00,pay order,o-991842,,,346.77,orders,1,2
confirm_o-991854,2024-02-28 16:55:07+00:00,confirm order,o-991854,,,3234.32,orders,1,1
pay_o-991813,2024-02-28 17:35:53+00:00,pay order,o-991813,,,40.35,orders,1,2
pay_o-991705,2024-02-28 17:58:30+00:00,pay order,o-991705,,,158.19,orders,1,4
place_o-991856,2024-02-28 18:04:00+00:00,place order,o-991856,,,5418.33,orders,0,0
place_o-991857,2024-02-28 19:48:11+00:00,place order,o-991857,,,672.07,orders,0,0
pay_o-991839,2024-02-28 20:59:18+00:00,pay order,o-991839,,,1524.19,orders,1,2
place_o-991858,2024-02-28 23:12:33+00:00,place order,o-991858,,,3813.01,orders,0,0
place_o-991859,2024-02-29 09:03:15+00:00,place order,o-991859,,,1677.41,orders,0,0
confirm_o-991852,2024-02-29 09:59:48+00:00,confirm order,o-991852,,,1448.76,orders,1,1
confirm_o-991859,2024-02-29 10:09:02+00:00,confirm order,o-991859,,,1677.41,orders,1,1
place_o-991860,2024-02-29 10:24:36+00:00,place order,o-991860,,,10424.97,orders,0,0
confirm_o-991848,2024-02-29 10:41:08+00:00,confirm order,o-991848,,,1394.57,orders,1,1
pay_o-991837,2024-02-29 11:06:12+00:00,pay order,o-991837,,,356.21,orders,1,2
confirm_o-991857,2024-02-29 11:21:40+00:00,confirm order,o-991857,,,672.07,orders,1,1
reminder_o-991745_480,2024-02-29 11:27:29+00:00,payment reminder,o-991745,,,1017.35,orders,2,3
confirm_o-991855,2024-02-29 11:28:36+00:00,confirm order,o-991855,,,2854.77,orders,1,1
pay_o-991693,2024-02-29 11:30:57+00:00,pay order,o-991693,,,3256.73,orders,1,4
reminder_o-991742_481,2024-02-29 11:36:54+00:00,payment reminder,o-991742,,,3475.95,orders,2,3
place_o-991861,2024-02-29 12:07:18+00:00,place order,o-991861,,,1363.93,orders,0,0
place_o-991862,2024-02-29 13:32:41+00:00,place order,o-991862,,,3301.49,orders,0,0
pay_o-991758,2024-02-29 13:42:46+00:00,pay order,o-991758,,,1546.58,orders,1,2
confirm_o-991858,2024-02-29 13:55:08+00:00,confirm order,o-991858,,,3813.01,orders,1,1
confirm_o-991861,2024-02-29 15:21:14+00:00,confirm order,o-991861,,,1363.93,orders,1,1
place_o-991863,2024-02-29 15:23:28+00:00,place order,o-991863,,,3910.87,orders,0,0
pay_o-991827,2024-02-29 15:35:01+00:00,pay order,o-991827,,,1624.37,orders,1,2
pay_o-991745,2024-02-29 15:45:20+00:00,pay order,o-991745,,,1017.35,orders,1,4
confirm_o-991862,2024-02-29 15:51:07+00:00,confirm order,o-991862,,,3301.49,orders,1,1
confirm_o-991856,2024-02-29 16:40:02+00:00,confirm order,o-991856,,,5418.33,orders,1,1
place_o-991864,2024-02-29 17:05:02+00:00,place order,o-991864,,,2797.09,orders,0,0
pay_o-991835,2024-02-29 17:09:58+00:00,pay order,o-991835,,,3045.78,orders,1,2
pay_o-991809,2024-02-29 18:23:01+00:00,pay order,o-991809,,,2495.34,orders,1,2
place_o-991865,2024-02-29 18:28:09+00:00,place order,o-991865,,,934.9,orders,0,0
confirm_o-991847,2024-02-29 20:32:15+00:00,confirm order,o-991847,,,2596.74,orders,1,1
place_o-991866,2024-02-29 21:00:38+00:00,place order,o-991866,,,1923.73,orders,0,0
place_o-991867,2024-03-01 02:04:45+00:00,place order,o-991867,,,462.29,orders,0,0
confirm_o-991844,2024-03-01 08:29:29+00:00,confirm order,o-991844,,,722.76,orders,1,1
confirm_o-991860,2024-03-01 08:53:59+00:00,confirm order,o-991860,,,10424.97,orders,1,1
confirm_o-991863,2024-03-01 09:16:56+00:00,confirm order,o-991863,,,3910.87,orders,1,1
place_o-991868,2024-03-01 09:17:19+00:00,place order,o-991868,,,569.55,orders,0,0
